id_mahasiswa;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status;skor_gerbang;pita_gerbang;skor_tahun_pertama;pita_tahun_pertama;asal_skor
MHS0733;1;1;1;9254;1;1;132.0;1;1;19;6;6;124.7;1;0;0;1;1;0;21;0;0;6;9;6;12.0;0;0;6;8;5;11.6;0;13.9;-0.3;0.79;Graduate;0.4133;Prioritas;0.0918;Aman;validasi silang
MHS0734;2;39;2;9147;1;1;130.0;1;19;37;4;7;140.0;0;0;0;1;1;0;34;0;0;5;10;3;11.666666666666666;1;0;5;7;4;12.75;0;9.4;-0.8;-3.12;Graduate;0.6285;Prioritas;0.659;Kritis;data uji
MHS0735;4;39;1;9130;1;1;140.0;1;37;37;6;7;150.0;1;0;0;1;1;0;34;0;0;6;9;0;0.0;0;0;6;6;0;0.0;0;16.2;0.3;-0.92;Dropout;0.7766;Kritis;0.9795;Kritis;validasi silang
MHS0736;1;17;2;9670;1;1;110.0;1;3;3;4;10;115.6;1;0;0;1;1;0;21;0;0;6;10;6;11.875;0;0;6;8;5;12.0;0;11.1;0.6;2.02;Graduate;0.3729;Prioritas;0.1237;Aman;validasi silang
MHS0737;1;43;1;9773;1;1;140.0;1;3;37;3;7;116.9;0;0;0;1;1;0;32;0;6;11;15;7;11.285714285714286;0;5;7;10;6;12.333333333333334;0;13.9;-0.3;0.79;Enrolled;0.4754;Prioritas;0.7778;Kritis;mahasiswa aktif
MHS0738;1;17;2;9254;1;1;130.0;1;37;37;5;7;123.4;1;0;0;1;1;0;30;0;0;6;17;2;10.0;0;0;6;15;3;11.333333333333334;0;7.6;2.6;0.32;Dropout;0.6013;Prioritas;0.976;Kritis;data uji
MHS0739;1;1;1;171;1;1;137.0;1;1;3;3;7;146.5;1;0;1;1;1;0;19;0;6;12;13;11;12.0;0;4;11;15;10;11.181818181818182;0;8.9;1.4;3.51;Enrolled;0.4907;Prioritas;0.2102;Aman;mahasiswa aktif
MHS0740;1;51;1;9773;1;1;158.0;1;1;19;8;8;117.1;1;0;0;1;1;0;20;0;1;7;7;6;13.833333333333334;0;1;6;7;5;13.0;0;8.9;1.4;3.51;Dropout;0.6499;Prioritas;0.1041;Aman;validasi silang
MHS0741;1;1;1;9070;1;1;124.0;1;19;19;9;7;113.9;1;0;0;1;1;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout;0.2575;Prioritas;0.979;Kritis;validasi silang
MHS0742;1;1;1;9254;1;1;136.0;1;3;3;2;2;128.7;0;0;0;1;1;0;19;0;0;6;7;6;14.428571428571429;0;0;6;6;6;12.5;0;8.9;1.4;3.51;Graduate;0.3815;Prioritas;0.0326;Aman;data uji
MHS0743;1;17;3;9500;1;1;142.0;1;3;3;3;3;132.9;1;0;0;1;1;0;18;0;0;7;8;5;14.2;0;0;7;9;6;12.4;0;12.4;0.5;1.79;Dropout;0.1883;Aman;0.3688;Aman;validasi silang
MHS0744;1;39;1;9991;0;1;150.0;1;1;19;4;8;123.0;0;0;0;1;1;0;27;0;0;5;8;4;11.5;0;0;5;9;3;10.333333333333334;0;12.7;3.7;-1.7;Dropout;0.6924;Kritis;0.9173;Kritis;validasi silang
MHS0745;1;39;1;9773;1;12;120.0;1;1;1;9;9;129.8;1;0;0;1;1;0;52;0;0;6;7;5;13.0;0;0;6;6;6;15.0;0;9.4;-0.8;-3.12;Graduate;0.7978;Kritis;0.0902;Aman;validasi silang
MHS0746;2;43;1;9003;1;1;149.0;1;1;1;4;5;156.1;1;0;0;0;1;0;29;0;0;6;6;0;0.0;0;0;6;8;0;0.0;0;15.5;2.8;-4.06;Dropout;0.8152;Kritis;0.9775;Kritis;validasi silang
MHS0747;1;51;1;9003;1;39;130.0;1;1;19;4;4;120.0;1;0;1;0;1;0;22;0;0;6;12;3;11.333333333333334;0;0;6;13;2;11.0;0;8.9;1.4;3.51;Dropout;0.9622;Kritis;0.9801;Kritis;data uji
MHS0748;1;43;1;9085;1;1;110.0;25;38;38;9;6;117.2;1;0;0;1;1;0;28;1;13;18;45;18;12.5;12;10;13;26;12;11.428571428571429;6;15.5;2.8;-4.06;Graduate;0.2793;Prioritas;0.075;Aman;validasi silang
MHS0749;1;39;1;9670;1;6;133.1;1;1;1;90;3;107.0;1;0;0;1;1;0;30;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout;0.8026;Kritis;0.9801;Kritis;data uji
MHS0750;1;1;2;9500;1;1;134.0;1;1;1;5;3;128.4;1;0;0;1;0;0;18;0;0;7;7;7;13.471428571428572;0;0;8;9;8;13.944444444444445;0;16.2;0.3;-0.92;Graduate;0.1736;Aman;0.0526;Aman;validasi silang
MHS0751;1;1;2;9670;1;1;130.0;1;38;37;5;5;123.4;1;0;0;1;0;0;21;0;0;5;5;4;11.75;0;0;5;5;3;13.333333333333334;0;9.4;-0.8;-3.12;Graduate;0.1871;Aman;0.2874;Aman;validasi silang
MHS0752;1;1;1;9070;1;1;141.0;1;37;37;9;9;126.7;1;0;1;1;0;1;20;0;0;6;9;6;13.333333333333334;0;0;6;10;6;14.666666666666666;0;12.7;3.7;-1.7;Graduate;0.1063;Aman;0.0481;Aman;validasi silang
MHS0753;1;42;1;9500;1;1;123.0;1;37;37;3;3;123.0;1;0;0;1;0;1;21;0;0;8;8;8;13.105;0;0;8;8;8;13.105;0;9.4;-0.8;-3.12;Graduate;0.0499;Aman;0.0266;Aman;validasi silang
MHS0754;2;39;1;9991;0;19;133.1;1;19;37;7;9;137.2;0;0;1;0;0;0;32;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;Dropout;0.9772;Kritis;0.9788;Kritis;validasi silang
MHS0755;1;1;3;9070;1;1;122.0;1;37;37;9;9;125.9;1;0;0;1;1;1;20;0;0;6;6;6;15.5;0;0;6;7;6;12.166666666666666;0;12.4;0.5;1.79;Graduate;0.0988;Aman;0.0471;Aman;validasi silang
MHS0756;1;1;4;171;1;1;132.0;1;1;19;4;5;138.0;1;0;1;0;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Dropout;0.9676;Kritis;0.7617;Kritis;validasi silang
MHS0757;1;15;1;9670;1;1;133.1;41;1;1;9;5;128.2;0;0;1;0;1;0;18;1;0;6;6;4;11.25;0;0;6;7;3;12.333333333333334;0;8.9;1.4;3.51;Dropout;0.8145;Kritis;0.949;Kritis;validasi silang
MHS0758;1;43;1;9991;0;1;130.0;1;37;2;9;4;126.5;1;0;0;0;1;0;23;0;10;15;24;12;11.0;0;10;14;21;11;11.363636363636363;1;7.6;2.6;0.32;Dropout;0.9504;Kritis;0.8682;Kritis;validasi silang
MHS0759;1;1;1;9254;1;1;111.0;1;1;1;3;3;112.4;1;0;0;1;1;0;20;0;0;6;10;6;12.333333333333334;0;0;6;9;4;13.0;0;12.4;0.5;1.79;Graduate;0.4625;Prioritas;0.109;Aman;validasi silang
MHS0760;2;43;2;9147;1;1;133.1;1;37;37;9;9;109.0;1;0;0;1;0;0;46;0;4;9;18;8;11.375;2;0;5;11;5;11.8;0;9.4;-0.8;-3.12;Graduate;0.3837;Prioritas;0.1193;Aman;validasi silang
MHS0761;1;17;1;9003;1;1;125.0;1;3;3;2;2;100.0;0;0;0;1;1;0;27;0;16;18;19;18;12.22222222222222;0;9;12;15;12;12.384615384615383;0;15.5;2.8;-4.06;Graduate;0.4741;Prioritas;0.0332;Aman;validasi silang
MHS0762;1;5;1;171;1;1;137.0;1;3;19;1;10;144.7;1;0;0;1;1;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92;Enrolled;0.5137;Prioritas;0.7334;Kritis;mahasiswa aktif
MHS0763;2;43;3;8014;0;19;100.0;1;37;37;9;9;120.0;1;0;0;1;1;0;41;0;5;9;11;9;12.0;0;3;7;8;6;12.0;0;9.4;-0.8;-3.12;Graduate;0.2934;Prioritas;0.1091;Aman;validasi silang
MHS0764;1;15;1;9147;1;1;133.1;21;1;3;192;3;100.0;0;0;1;1;1;0;40;1;0;5;10;1;11.0;0;0;5;10;1;10.0;0;11.1;0.6;2.02;Enrolled;0.5157;Prioritas;0.9703;Kritis;mahasiswa aktif
MHS0765;2;44;1;8014;0;39;150.0;1;1;1;5;5;154.0;0;0;0;1;1;0;37;0;12;16;17;16;14.125;0;6;11;14;10;13.0;0;12.4;0.5;1.79;Graduate;0.2888;Prioritas;0.0851;Aman;validasi silang
MHS0766;1;1;4;9147;1;1;120.0;1;38;38;5;10;111.3;0;0;0;1;1;0;20;0;0;5;8;5;10.2;0;0;5;7;5;11.2;0;12.4;0.5;1.79;Enrolled;0.4764;Prioritas;0.0526;Aman;mahasiswa aktif
MHS0767;1;44;1;9130;1;39;150.0;1;1;1;4;4;150.0;1;0;0;1;0;0;20;0;0;5;7;4;12.0;1;0;5;6;4;12.4;0;10.8;1.4;1.74;Enrolled;0.5378;Prioritas;0.0824;Aman;mahasiswa aktif
MHS0768;1;7;1;9991;0;40;133.1;1;1;37;4;1;100.0;0;0;0;1;0;0;26;0;8;9;11;9;12.333333333333334;0;4;7;7;7;12.571428571428571;0;12.4;0.5;1.79;Graduate;0.533;Prioritas;0.0622;Aman;data uji
MHS0769;2;39;1;8014;0;1;133.1;1;37;37;9;7;162.5;0;0;0;1;1;0;54;0;4;9;9;9;14.333333333333334;0;2;7;7;7;13.857142857142858;0;8.9;1.4;3.51;Graduate;0.2377;Prioritas;0.0422;Aman;data uji
MHS0770;1;17;5;9670;1;1;132.0;1;19;19;5;5;134.1;1;0;0;1;1;0;21;0;0;6;6;6;15.166666666666666;0;0;6;9;6;14.0;0;10.8;1.4;1.74;Graduate;0.4362;Prioritas;0.0404;Aman;validasi silang
MHS0771;1;1;1;9085;1;1;134.0;1;1;1;9;9;133.0;1;0;0;1;0;1;20;0;0;6;8;6;15.142857142857142;0;0;6;8;6;15.142857142857142;0;11.1;0.6;2.02;Graduate;0.0542;Aman;0.0375;Aman;data uji
MHS0772;1;17;6;9773;1;1;126.0;1;1;19;5;5;119.0;1;0;0;1;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout;0.3935;Prioritas;0.9794;Kritis;validasi silang
MHS0773;1;1;3;9500;1;1;136.0;1;1;19;4;9;131.1;1;0;0;1;0;0;19;0;0;7;9;6;13.411428571428573;0;0;8;12;7;13.294444444444444;0;15.5;2.8;-4.06;Enrolled;0.1377;Aman;0.0643;Aman;mahasiswa aktif
MHS0774;1;1;2;9238;1;1;129.0;1;38;1;4;10;129.4;1;0;0;1;0;0;18;0;0;6;7;6;12.333333333333334;0;0;6;7;6;12.166666666666666;0;9.4;-0.8;-3.12;Graduate;0.0868;Aman;0.0352;Aman;validasi silang
MHS0775;1;1;1;9085;1;1;126.0;1;3;1;2;8;123.9;1;0;0;1;0;0;19;0;0;6;13;4;11.8;0;0;6;18;4;12.2;0;12.4;0.5;1.79;Enrolled;0.2207;Prioritas;0.8204;Kritis;mahasiswa aktif
MHS0776;1;44;1;9085;1;39;140.0;1;1;1;4;7;140.0;1;0;1;1;0;0;22;0;2;6;9;6;12.0;0;1;6;12;3;12.0;0;13.9;-0.3;0.79;Dropout;0.6254;Prioritas;0.699;Kritis;validasi silang
MHS0777;1;43;1;9085;1;1;162.0;1;2;1;4;4;162.0;0;0;0;1;0;0;19;0;0;6;7;6;15.0;0;0;6;8;6;15.625;0;12.4;0.5;1.79;Graduate;0.1666;Aman;0.0411;Aman;validasi silang
MHS0778;1;1;1;171;1;1;148.0;1;3;2;4;2;131.6;1;0;0;1;0;0;21;0;6;12;12;8;13.875;0;4;11;13;9;12.7;1;8.9;1.4;3.51;Dropout;0.3591;Prioritas;0.1658;Aman;validasi silang
MHS0779;1;17;1;9853;1;1;119.0;1;3;3;132;132;110.6;0;0;0;1;0;0;20;0;0;7;9;6;11.833333333333334;0;0;7;7;6;14.333333333333334;0;11.1;0.6;2.02;Enrolled;0.5704;Prioritas;0.1049;Aman;mahasiswa aktif
MHS0780;1;17;3;9773;1;1;123.0;1;1;19;5;5;117.4;1;0;0;1;0;1;18;0;0;6;6;6;12.5;0;0;6;6;6;13.833333333333334;0;16.2;0.3;-0.92;Graduate;0.1865;Aman;0.0427;Aman;validasi silang
MHS0781;1;17;1;9773;1;1;150.0;1;38;38;7;7;137.8;1;0;0;1;0;1;18;0;0;6;6;6;15.0;0;0;6;6;6;15.5;0;8.9;1.4;3.51;Graduate;0.0835;Aman;0.0644;Aman;validasi silang
MHS0782;1;17;1;9670;1;1;113.0;1;1;1;5;4;106.7;1;0;1;1;0;0;20;0;0;6;10;2;11.666666666666666;0;0;6;10;4;10.5;0;15.5;2.8;-4.06;Dropout;0.6865;Kritis;0.9641;Kritis;validasi silang
MHS0783;1;1;1;9500;1;1;152.0;1;19;37;3;8;156.9;0;0;0;1;0;1;18;0;0;7;10;7;14.668;0;0;8;8;8;14.63375;0;15.5;2.8;-4.06;Graduate;0.0262;Aman;0.027;Aman;validasi silang
MHS0784;1;1;3;9500;1;1;154.0;1;3;3;1;3;129.0;1;0;0;1;0;0;18;0;0;8;9;6;13.345;2;0;8;9;6;13.345;2;9.4;-0.8;-3.12;Enrolled;0.1225;Aman;0.7168;Kritis;mahasiswa aktif
MHS0785;1;1;2;9773;1;1;130.0;1;1;34;9;9;124.8;1;0;0;1;0;1;20;0;0;6;7;5;12.8;0;0;6;6;6;12.333333333333334;0;12.4;0.5;1.79;Graduate;0.0966;Aman;0.0437;Aman;validasi silang
MHS0786;1;1;1;9238;1;1;121.0;1;1;1;1;1;115.1;1;0;0;1;0;0;19;0;0;6;10;6;10.833333333333334;0;0;6;7;6;12.142857142857142;0;11.1;0.6;2.02;Graduate;0.1403;Aman;0.0455;Aman;validasi silang
MHS0787;1;1;1;9070;1;1;153.0;1;3;3;1;2;146.7;1;0;0;1;0;0;18;0;0;6;6;6;13.666666666666666;0;0;6;6;5;14.0;0;12.7;3.7;-1.7;Graduate;0.1422;Aman;0.071;Aman;validasi silang
MHS0788;1;1;1;9500;1;1;148.0;1;3;1;4;5;132.8;0;0;0;1;0;0;18;0;0;8;8;7;14.537142857142856;0;0;8;8;7;14.537142857142856;0;10.8;1.4;1.74;Graduate;0.1031;Aman;0.027;Aman;validasi silang
MHS0789;1;5;3;9085;1;1;143.0;1;37;37;0;90;159.1;0;0;1;1;0;1;18;0;0;5;5;5;14.4;0;0;5;5;5;14.0;0;7.6;2.6;0.32;Dropout;0.1346;Aman;0.0449;Aman;validasi silang
MHS0790;1;17;3;171;1;1;147.0;1;19;1;5;4;137.6;1;0;0;1;0;1;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Graduate;0.2205;Prioritas;0.3365;Aman;validasi silang
MHS0791;1;17;1;9773;1;1;138.0;1;1;19;9;9;124.0;0;0;0;1;0;1;19;0;0;6;6;6;13.166666666666666;0;0;6;6;6;13.833333333333334;0;11.1;0.6;2.02;Graduate;0.1124;Aman;0.0389;Aman;validasi silang
MHS0792;1;39;1;9500;1;1;120.0;1;3;3;2;2;149.0;0;0;0;0;1;0;36;0;0;6;15;2;11.5;0;0;7;9;0;0.0;0;15.5;2.8;-4.06;Dropout;0.9174;Kritis;0.9799;Kritis;data uji
MHS0793;1;17;1;9238;1;1;145.0;1;1;40;9;2;129.6;0;0;0;1;0;1;19;0;0;6;7;6;11.333333333333334;0;0;6;7;6;12.428571428571429;0;11.1;0.6;2.02;Graduate;0.1197;Aman;0.0361;Aman;validasi silang
MHS0794;1;17;3;9238;1;1;118.0;1;3;1;2;5;110.0;1;0;0;1;0;0;18;0;0;6;6;6;12.0;0;0;6;6;5;13.6;0;8.9;1.4;3.51;Graduate;0.2023;Aman;0.0484;Aman;data uji
MHS0795;1;1;3;9773;1;1;121.0;1;19;19;3;3;116.1;0;0;0;1;0;1;18;0;0;6;6;6;13.166666666666666;0;0;6;6;6;12.166666666666666;0;12.4;0.5;1.79;Graduate;0.0808;Aman;0.0493;Aman;validasi silang
MHS0796;1;1;3;9773;1;1;135.0;1;38;38;5;8;133.3;1;0;0;1;0;1;18;0;0;6;6;6;14.833333333333334;0;0;6;6;6;14.166666666666666;0;8.9;1.4;3.51;Graduate;0.05;Aman;0.0405;Aman;data uji
MHS0797;1;44;1;9070;1;1;140.0;1;1;1;9;8;144.3;1;0;0;1;0;0;19;0;2;7;7;7;13.0;0;5;9;9;9;13.22222222222222;0;12.4;0.5;1.79;Graduate;0.1928;Aman;0.0381;Aman;validasi silang
MHS0798;1;18;3;9500;1;1;145.0;1;1;1;4;8;133.6;1;0;0;1;0;0;18;0;0;7;8;7;13.087142857142856;0;0;8;8;8;12.95;0;11.1;0.6;2.02;Graduate;0.1805;Aman;0.0925;Aman;data uji
MHS0799;1;1;1;9130;1;1;133.0;1;1;37;9;9;123.2;1;0;0;1;0;1;19;0;0;6;8;6;13.333333333333334;0;0;6;7;6;13.666666666666666;0;8.9;1.4;3.51;Graduate;0.1007;Aman;0.0276;Aman;validasi silang
MHS0800;1;1;1;9853;1;1;127.0;1;3;1;3;7;137.2;1;0;0;1;0;0;18;0;0;6;7;6;12.166666666666666;0;0;6;10;4;12.75;0;10.8;1.4;1.74;Enrolled;0.374;Prioritas;0.1693;Aman;mahasiswa aktif
MHS0801;1;53;1;9070;1;42;130.0;1;40;19;3;5;130.0;1;0;0;0;0;1;22;0;0;6;8;6;11.0;0;0;6;10;4;12.0;0;8.9;1.4;3.51;Enrolled;0.4549;Prioritas;0.4367;Prioritas;mahasiswa aktif
MHS0802;1;1;2;9238;1;1;117.0;1;19;1;9;8;110.0;1;0;1;0;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout;0.8817;Kritis;0.9796;Kritis;validasi silang
MHS0803;1;17;4;9147;1;1;125.0;1;19;19;5;5;118.0;1;0;0;1;0;0;19;0;0;5;7;5;13.6;0;0;5;6;5;12.2;0;8.9;1.4;3.51;Graduate;0.4437;Prioritas;0.0331;Aman;data uji
MHS0804;1;1;1;9773;1;1;141.0;1;38;38;9;9;128.4;1;0;0;1;0;0;18;0;0;6;6;6;15.5;0;0;6;6;6;14.0;0;11.1;0.6;2.02;Graduate;0.1576;Aman;0.0709;Aman;validasi silang
MHS0805;1;1;3;9853;1;1;122.0;1;1;3;5;3;113.6;0;0;0;1;0;0;19;0;0;7;7;7;13.857142857142858;0;0;7;7;7;14.285714285714286;0;11.1;0.6;2.02;Graduate;0.5291;Prioritas;0.0366;Aman;validasi silang
MHS0806;1;17;2;9147;1;1;118.0;1;19;1;9;3;113.5;1;0;1;1;0;0;20;0;0;5;10;2;11.5;0;0;5;8;3;10.0;0;11.1;0.6;2.02;Enrolled;0.6977;Kritis;0.9697;Kritis;mahasiswa aktif
MHS0807;1;17;3;9070;1;1;142.0;1;1;38;3;5;146.9;1;0;0;1;0;1;18;0;0;6;6;6;13.0;0;0;6;6;6;12.166666666666666;0;16.2;0.3;-0.92;Graduate;0.0504;Aman;0.0358;Aman;validasi silang
MHS0808;1;1;1;9130;1;1;143.0;1;3;3;2;10;141.3;0;0;1;0;0;0;23;0;0;6;10;6;14.0;0;0;6;11;4;13.0;0;11.1;0.6;2.02;Enrolled;0.9368;Kritis;0.9131;Kritis;mahasiswa aktif
MHS0809;1;1;4;9773;1;1;143.0;1;1;3;4;7;129.7;1;0;0;1;0;0;20;0;0;4;4;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout;0.1663;Aman;0.9794;Kritis;validasi silang
MHS0810;1;1;5;9070;1;1;123.0;1;3;1;9;3;121.3;1;0;0;1;0;0;20;0;0;6;6;6;11.166666666666666;0;0;6;9;6;11.5;0;12.4;0.5;1.79;Enrolled;0.1947;Aman;0.0586;Aman;mahasiswa aktif
MHS0811;1;1;1;9238;1;1;115.0;1;1;1;9;4;109.1;1;0;1;0;0;1;22;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout;0.7311;Kritis;0.9733;Kritis;validasi silang
MHS0812;1;17;2;9853;1;1;112.0;1;19;38;5;7;107.1;1;0;0;1;0;1;18;0;0;7;8;7;12.142857142857142;0;0;7;9;6;13.666666666666666;0;11.1;0.6;2.02;Graduate;0.3778;Prioritas;0.1155;Aman;validasi silang
MHS0813;1;17;1;9500;1;1;135.0;1;19;38;9;9;129.2;0;0;0;1;0;1;18;0;0;7;7;7;14.145714285714286;0;0;8;9;8;13.627777777777778;0;11.1;0.6;2.02;Graduate;0.0409;Aman;0.0277;Aman;validasi silang
MHS0814;1;1;1;9500;1;1;162.0;1;3;4;3;3;154.1;0;0;0;1;0;0;18;0;0;7;7;7;14.45;0;0;8;9;8;14.144444444444444;0;11.1;0.6;2.02;Graduate;0.0631;Aman;0.0297;Aman;validasi silang
MHS0815;1;1;1;9853;1;1;143.0;1;19;3;4;4;147.2;0;0;0;1;0;0;18;0;0;7;7;7;15.714285714285714;0;0;7;7;7;15.0;0;11.1;0.6;2.02;Graduate;0.4883;Prioritas;0.0403;Aman;validasi silang
MHS0816;1;51;1;9147;1;1;130.0;1;1;1;4;4;120.0;0;0;0;1;0;0;21;0;0;5;9;5;12.8;0;0;5;11;3;12.666666666666666;0;11.1;0.6;2.02;Enrolled;0.4792;Prioritas;0.3884;Aman;mahasiswa aktif
MHS0817;1;17;1;9070;1;1;136.0;1;1;37;4;5;130.8;0;0;0;1;0;0;20;0;0;6;6;6;12.5;0;0;6;8;6;11.5;0;10.8;1.4;1.74;Enrolled;0.2046;Aman;0.0342;Aman;mahasiswa aktif
MHS0818;1;16;1;9070;1;1;125.0;1;1;1;4;4;120.8;1;0;0;1;0;0;18;0;0;6;6;6;14.5;0;0;6;6;6;12.833333333333334;0;12.4;0.5;1.79;Graduate;0.242;Prioritas;0.0519;Aman;validasi silang
MHS0819;1;17;2;9500;1;1;132.0;1;19;37;3;5;125.4;1;0;0;0;0;1;20;0;0;7;7;7;13.462857142857144;0;0;8;10;7;13.164285714285716;0;11.1;0.6;2.02;Enrolled;0.4096;Prioritas;0.2685;Aman;mahasiswa aktif
MHS0820;1;1;1;8014;0;1;123.0;1;34;37;9;90;121.3;1;0;0;1;0;0;25;0;0;6;6;6;12.833333333333334;0;0;6;6;6;12.833333333333334;0;7.6;2.6;0.32;Graduate;0.2229;Prioritas;0.0323;Aman;validasi silang
MHS0821;1;1;1;9147;1;1;142.0;1;19;19;9;9;127.0;1;0;0;1;0;1;18;0;0;5;10;5;12.0;0;0;5;8;4;11.6;0;13.9;-0.3;0.79;Graduate;0.1154;Aman;0.0497;Aman;data uji
MHS0822;1;1;3;171;1;1;147.0;1;12;19;9;3;151.6;1;0;0;1;0;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Graduate;0.2808;Prioritas;0.2633;Aman;validasi silang
MHS0823;1;1;1;9085;1;1;140.0;6;1;19;4;7;131.6;1;0;0;1;0;0;20;1;0;7;9;6;14.714285714285714;0;1;7;16;6;13.2;0;12.4;0.5;1.79;Enrolled;0.1056;Aman;0.0859;Aman;mahasiswa aktif
MHS0824;1;1;2;9238;1;1;133.1;1;19;19;9;9;106.0;1;0;0;1;0;1;20;0;0;6;7;6;12.571428571428571;0;0;6;7;6;13.285714285714286;0;12.4;0.5;1.79;Graduate;0.0469;Aman;0.0471;Aman;data uji
MHS0825;1;18;4;9773;1;1;114.0;1;1;1;9;9;111.6;1;0;0;1;0;1;21;0;0;6;6;6;12.5;0;0;6;6;6;11.5;0;11.1;0.6;2.02;Graduate;0.1484;Aman;0.0931;Aman;validasi silang
MHS0826;1;17;3;9670;1;1;125.0;1;1;3;4;3;117.3;1;0;0;1;0;0;18;0;0;6;8;6;14.0;0;0;6;9;5;14.0;0;8.9;1.4;3.51;Graduate;0.2388;Prioritas;0.0664;Aman;validasi silang
MHS0827;1;17;1;9853;1;1;127.0;1;1;1;5;7;121.4;1;0;0;1;0;0;18;0;0;7;8;7;11.571428571428571;0;0;7;9;6;13.166666666666666;0;11.1;0.6;2.02;Dropout;0.6236;Prioritas;0.0625;Aman;validasi silang
MHS0828;1;1;3;9070;1;1;132.0;1;1;3;9;7;126.1;1;0;0;1;0;1;18;0;0;6;6;6;15.833333333333334;0;0;6;6;6;15.333333333333334;0;11.1;0.6;2.02;Graduate;0.0616;Aman;0.1489;Aman;validasi silang
MHS0829;1;1;4;9500;1;1;148.0;1;19;19;4;5;137.0;1;0;0;1;0;0;18;0;0;8;8;8;14.25;0;0;8;8;8;14.25;0;9.4;-0.8;-3.12;Graduate;0.1149;Aman;0.0301;Aman;data uji
MHS0830;1;43;1;9670;1;1;139.0;1;3;19;3;5;120.8;0;0;0;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout;0.2708;Prioritas;0.9788;Kritis;validasi silang
MHS0831;1;17;1;9254;1;1;136.0;1;39;3;3;3;128.7;1;0;0;1;0;0;20;0;0;6;8;6;11.666666666666666;0;0;6;10;6;11.0;0;13.9;-0.3;0.79;Dropout;0.4083;Prioritas;0.0385;Aman;validasi silang
MHS0832;1;39;1;9238;1;9;133.1;1;34;34;0;0;118.0;0;0;0;1;0;0;47;0;0;6;12;0;0.0;0;0;5;10;0;0.0;0;7.6;2.6;0.32;Dropout;0.7981;Kritis;0.98;Kritis;data uji
MHS0833;1;43;1;9130;1;1;120.0;6;1;3;9;2;120.0;0;0;1;1;0;0;21;1;2;5;9;5;13.2;2;0;5;7;2;12.5;2;10.8;1.4;1.74;Enrolled;0.4771;Prioritas;0.822;Kritis;mahasiswa aktif
MHS0834;2;39;1;9130;1;1;130.0;1;37;37;9;6;160.0;0;0;0;1;1;0;31;0;1;6;11;2;12.0;1;1;6;12;1;10.0;1;16.2;0.3;-0.92;Dropout;0.5123;Prioritas;0.9725;Kritis;validasi silang
MHS0835;2;39;1;9119;1;1;110.0;1;37;37;90;5;150.0;1;0;0;1;1;0;46;0;0;5;6;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout;0.7974;Kritis;0.9795;Kritis;validasi silang
MHS0836;1;1;3;9119;1;1;133.0;1;3;1;3;4;121.8;1;0;0;1;1;0;18;0;0;5;9;4;12.0;0;0;5;10;2;11.0;0;8.9;1.4;3.51;Enrolled;0.6473;Prioritas;0.9671;Kritis;mahasiswa aktif
MHS0837;1;17;3;9119;1;1;138.0;1;3;3;3;4;125.4;1;1;0;1;1;0;19;0;0;5;10;3;13.333333333333334;0;0;5;9;4;10.75;0;8.9;1.4;3.51;Dropout;0.7277;Kritis;0.6773;Kritis;data uji
MHS0838;1;51;1;9556;1;1;131.0;1;1;37;152;193;126.6;1;0;0;1;1;0;23;0;0;7;11;5;12.414285714285713;0;0;7;13;2;13.5;0;8.9;1.4;3.51;Enrolled;0.2885;Prioritas;0.9642;Kritis;mahasiswa aktif
