id_mahasiswa;Course;Age_at_enrollment;Gender;Debtor;Tuition_fees_up_to_date;Scholarship_holder;program_studi;skor_gerbang;pita_gerbang;skor_tahun_pertama;pita_tahun_pertama;kenaikan_risiko
MHS0552;9119;33;1;0;1;0;Teknik Informatika;0.8066;Kritis;0.8455;Kritis;0.0389
MHS0599;9670;24;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.39;Prioritas;0.8454;Kritis;0.4554
MHS0619;9147;24;0;0;1;0;Manajemen;0.4499;Prioritas;0.8439;Kritis;0.394
MHS0384;9147;22;1;0;1;1;Manajemen;0.2745;Prioritas;0.843;Kritis;0.5685
MHS0423;9130;24;1;0;1;0;Manajemen Kuda;0.6599;Kritis;0.8425;Kritis;0.1826
MHS0414;9670;19;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.3856;Prioritas;0.8403;Kritis;0.4547
MHS0432;9119;18;1;0;1;0;Teknik Informatika;0.7294;Kritis;0.8398;Kritis;0.1104
MHS0400;9070;19;1;0;1;0;Desain Komunikasi;0.2154;Aman;0.839;Kritis;0.6236
MHS0775;9003;28;1;0;1;0;Agronomi;0.4295;Prioritas;0.8389;Kritis;0.4094
MHS0195;9147;19;0;0;1;0;Manajemen;0.3825;Prioritas;0.8383;Kritis;0.4558
MHS0624;9500;28;0;1;1;0;Keperawatan;0.525;Prioritas;0.8331;Kritis;0.3081
MHS0446;9147;19;1;0;1;0;Manajemen;0.3292;Prioritas;0.8312;Kritis;0.502
MHS0418;171;23;1;1;1;0;Desain Animasi dan Multimedia;0.7877;Kritis;0.8303;Kritis;0.0426
MHS0503;9500;19;1;0;1;0;Keperawatan;0.191;Aman;0.8286;Kritis;0.6376
MHS0118;9147;19;0;0;1;1;Manajemen;0.0753;Aman;0.8275;Kritis;0.7522
MHS0480;9991;40;1;0;1;0;Manajemen (kelas malam);0.9229;Kritis;0.8259;Kritis;-0.097
MHS0774;9147;22;1;0;1;0;Manajemen;0.5591;Prioritas;0.8257;Kritis;0.2666
MHS0744;171;19;0;1;1;0;Desain Animasi dan Multimedia;0.5517;Prioritas;0.8234;Kritis;0.2717
MHS0653;9119;18;1;0;1;0;Teknik Informatika;0.558;Prioritas;0.8229;Kritis;0.2649
MHS0365;9500;18;0;0;1;1;Keperawatan;0.0632;Aman;0.8221;Kritis;0.7589
MHS0151;9130;21;0;1;1;0;Manajemen Kuda;0.4771;Prioritas;0.822;Kritis;0.3449
MHS0701;9254;20;0;0;1;1;Pariwisata;0.0912;Aman;0.8213;Kritis;0.7301
MHS0139;9085;19;0;0;1;0;Keperawatan Hewan;0.2207;Prioritas;0.8204;Kritis;0.5997
MHS0071;9500;26;0;0;1;0;Keperawatan;0.3641;Prioritas;0.8156;Kritis;0.4515
MHS0206;9085;21;0;1;1;0;Keperawatan Hewan;0.3679;Prioritas;0.8143;Kritis;0.4464
MHS0026;9238;20;0;0;1;1;Pekerjaan Sosial;0.0394;Aman;0.8142;Kritis;0.7748
MHS0430;9991;43;0;0;1;0;Manajemen (kelas malam);0.5196;Prioritas;0.8116;Kritis;0.292
MHS0085;9085;20;0;0;1;0;Keperawatan Hewan;0.2629;Prioritas;0.8056;Kritis;0.5427
MHS0758;171;20;0;0;1;0;Desain Animasi dan Multimedia;0.4586;Prioritas;0.8054;Kritis;0.3468
MHS0179;9853;18;0;1;1;0;Pendidikan Dasar;0.7092;Kritis;0.8037;Kritis;0.0945
MHS0494;9085;26;0;0;0;0;Keperawatan Hewan;0.9061;Kritis;0.8028;Kritis;-0.1033
MHS0465;9853;22;0;1;0;0;Pendidikan Dasar;0.9829;Kritis;0.8024;Kritis;-0.1805
MHS0361;9085;20;0;0;1;0;Keperawatan Hewan;0.2626;Prioritas;0.8017;Kritis;0.5391
MHS0258;9991;47;1;0;1;0;Manajemen (kelas malam);0.5116;Prioritas;0.7987;Kritis;0.2871
MHS0700;9147;33;0;0;1;0;Manajemen;0.5184;Prioritas;0.7937;Kritis;0.2753
MHS0086;9085;22;0;1;1;0;Keperawatan Hewan;0.5255;Prioritas;0.7922;Kritis;0.2667
MHS0611;9147;18;0;0;1;0;Manajemen;0.4187;Prioritas;0.792;Kritis;0.3733
MHS0406;9147;22;1;1;1;1;Manajemen;0.4734;Prioritas;0.7918;Kritis;0.3184
MHS0457;9147;19;0;0;1;0;Manajemen;0.2688;Prioritas;0.786;Kritis;0.5172
MHS0023;9853;20;0;0;1;0;Pendidikan Dasar;0.7444;Kritis;0.7854;Kritis;0.041
MHS0589;9991;25;1;1;1;0;Manajemen (kelas malam);0.6828;Kritis;0.7848;Kritis;0.102
MHS0419;9773;29;1;0;0;0;Jurnalisme dan Komunikasi;0.9003;Kritis;0.7813;Kritis;-0.119
MHS0210;9991;23;0;1;1;0;Manajemen (kelas malam);0.1897;Aman;0.7781;Kritis;0.5884
MHS0132;9773;32;1;0;1;0;Jurnalisme dan Komunikasi;0.4754;Prioritas;0.7778;Kritis;0.3024
MHS0344;9500;17;0;0;1;0;Keperawatan;0.1029;Aman;0.7767;Kritis;0.6738
MHS0051;9085;19;0;0;1;0;Keperawatan Hewan;0.2426;Prioritas;0.7749;Kritis;0.5323
MHS0783;9991;30;0;0;1;0;Manajemen (kelas malam);0.4529;Prioritas;0.7742;Kritis;0.3213
MHS0705;9670;20;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.1108;Aman;0.7729;Kritis;0.6621
MHS0413;9119;18;1;0;1;0;Teknik Informatika;0.7302;Kritis;0.7697;Kritis;0.0395
MHS0597;9147;21;1;0;1;0;Manajemen;0.7116;Kritis;0.7682;Kritis;0.0566
MHS0620;9991;29;0;0;1;0;Manajemen (kelas malam);0.3398;Prioritas;0.7641;Kritis;0.4243
MHS0462;9147;21;0;0;1;0;Manajemen;0.4992;Prioritas;0.7599;Kritis;0.2607
MHS0654;171;22;1;0;1;0;Desain Animasi dan Multimedia;0.6278;Prioritas;0.7598;Kritis;0.132
MHS0627;9147;20;0;0;1;0;Manajemen;0.1626;Aman;0.759;Kritis;0.5964
MHS0094;9147;19;1;0;1;1;Manajemen;0.3116;Prioritas;0.7566;Kritis;0.445
MHS0227;9085;23;0;1;0;0;Keperawatan Hewan;0.9373;Kritis;0.7542;Kritis;-0.1831
MHS0560;9085;21;0;0;1;0;Keperawatan Hewan;0.2153;Aman;0.753;Kritis;0.5377
MHS0032;9853;18;0;0;1;0;Pendidikan Dasar;0.4839;Prioritas;0.7441;Kritis;0.2602
MHS0021;9119;19;1;0;1;0;Teknik Informatika;0.2915;Prioritas;0.7426;Kritis;0.4511
MHS0114;9991;27;0;0;1;0;Manajemen (kelas malam);0.5565;Prioritas;0.7417;Kritis;0.1852
MHS0666;9085;20;0;0;1;0;Keperawatan Hewan;0.3184;Prioritas;0.7387;Kritis;0.4203
MHS0134;171;20;1;0;1;0;Desain Animasi dan Multimedia;0.5137;Prioritas;0.7334;Kritis;0.2197
MHS0761;9991;25;0;1;1;0;Manajemen (kelas malam);0.7129;Kritis;0.732;Kritis;0.0191
MHS0121;9238;19;0;1;1;1;Pekerjaan Sosial;0.0553;Aman;0.7305;Kritis;0.6752
MHS0790;9853;21;0;0;1;0;Pendidikan Dasar;0.5334;Prioritas;0.7287;Kritis;0.1953
MHS0486;9500;30;1;1;1;0;Keperawatan;0.782;Kritis;0.7251;Kritis;-0.0569
MHS0141;9500;18;0;0;1;0;Keperawatan;0.1225;Aman;0.7168;Kritis;0.5943
MHS0767;171;21;1;0;1;0;Desain Animasi dan Multimedia;0.6558;Kritis;0.716;Kritis;0.0602
MHS0723;171;22;0;1;1;0;Desain Animasi dan Multimedia;0.5598;Prioritas;0.7149;Kritis;0.1551
MHS0042;171;24;0;0;1;0;Desain Animasi dan Multimedia;0.1789;Aman;0.7012;Kritis;0.5223
MHS0712;9147;36;0;0;1;0;Manajemen;0.5358;Prioritas;0.7004;Kritis;0.1646
MHS0484;9147;20;1;0;1;0;Manajemen;0.4892;Prioritas;0.6952;Kritis;0.206
MHS0447;9500;18;0;0;1;0;Keperawatan;0.0535;Aman;0.6937;Kritis;0.6402
MHS0582;9085;23;0;0;1;0;Keperawatan Hewan;0.1286;Aman;0.6922;Kritis;0.5636
MHS0107;9500;19;0;0;1;0;Keperawatan;0.1423;Aman;0.6916;Kritis;0.5493
MHS0018;9254;18;1;0;1;0;Pariwisata;0.6202;Prioritas;0.6894;Kritis;0.0692
MHS0535;9991;34;0;0;1;0;Manajemen (kelas malam);0.3564;Prioritas;0.6873;Kritis;0.3309
MHS0185;9147;21;0;0;1;0;Manajemen;0.311;Prioritas;0.6841;Kritis;0.3731
MHS0388;9254;18;1;0;1;1;Pariwisata;0.3556;Prioritas;0.6839;Kritis;0.3283
MHS0126;9254;20;1;0;1;0;Pariwisata;0.5064;Prioritas;0.6833;Kritis;0.1769
MHS0584;9670;22;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.1616;Aman;0.6771;Kritis;0.5155
MHS0329;9500;39;0;0;1;0;Keperawatan;0.2568;Prioritas;0.6742;Kritis;0.4174
MHS0315;9003;25;1;0;1;0;Agronomi;0.4513;Prioritas;0.6715;Kritis;0.2202
MHS0784;9238;18;0;0;1;0;Pekerjaan Sosial;0.1426;Aman;0.6669;Kritis;0.5243
MHS0311;9254;26;1;0;0;0;Pariwisata;0.9628;Kritis;0.6555;Kritis;-0.3073
MHS0662;9853;33;0;1;0;0;Pendidikan Dasar;0.9923;Kritis;0.6513;Kritis;-0.341
MHS0483;9119;20;1;0;1;0;Teknik Informatika;0.4006;Prioritas;0.6491;Prioritas;0.2485
MHS0385;9119;19;1;0;1;0;Teknik Informatika;0.5985;Prioritas;0.6467;Prioritas;0.0482
MHS0225;9147;19;0;1;0;1;Manajemen;0.7933;Kritis;0.6429;Prioritas;-0.1504
MHS0719;9238;21;0;0;1;1;Pekerjaan Sosial;0.0606;Aman;0.641;Prioritas;0.5804
MHS0255;9500;35;0;0;1;0;Keperawatan;0.0663;Aman;0.639;Prioritas;0.5727
MHS0024;9147;18;0;0;1;1;Manajemen;0.1296;Aman;0.639;Prioritas;0.5094
MHS0577;9991;24;1;1;1;0;Manajemen (kelas malam);0.715;Kritis;0.635;Prioritas;-0.08
MHS0321;9119;19;1;0;1;1;Teknik Informatika;0.3359;Prioritas;0.6349;Prioritas;0.299
MHS0509;9670;19;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.4094;Prioritas;0.6302;Prioritas;0.2208
MHS0698;9500;21;0;0;1;0;Keperawatan;0.0734;Aman;0.6286;Prioritas;0.5552
MHS0011;9773;20;0;0;1;1;Jurnalisme dan Komunikasi;0.086;Aman;0.6253;Prioritas;0.5393
MHS0373;9085;21;0;0;1;0;Keperawatan Hewan;0.361;Prioritas;0.6226;Prioritas;0.2616
MHS0424;9003;21;1;1;1;0;Agronomi;0.4153;Prioritas;0.6184;Prioritas;0.2031
MHS0247;9670;19;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.2998;Prioritas;0.6144;Prioritas;0.3146
MHS0443;171;22;1;0;1;0;Desain Animasi dan Multimedia;0.4702;Prioritas;0.6079;Prioritas;0.1377
MHS0031;171;18;0;0;1;0;Desain Animasi dan Multimedia;0.3077;Prioritas;0.6051;Prioritas;0.2974
MHS0777;9147;21;1;1;1;0;Manajemen;0.332;Prioritas;0.6051;Prioritas;0.2731
MHS0062;9085;19;0;0;1;0;Keperawatan Hewan;0.2325;Prioritas;0.6033;Prioritas;0.3708
MHS0762;9147;20;1;0;1;0;Manajemen;0.4473;Prioritas;0.6023;Prioritas;0.155
MHS0540;9853;20;0;0;1;0;Pendidikan Dasar;0.7085;Kritis;0.5976;Prioritas;-0.1109
MHS0235;9773;19;0;0;1;1;Jurnalisme dan Komunikasi;0.0641;Aman;0.5965;Prioritas;0.5324
MHS0692;9254;19;1;0;1;1;Pariwisata;0.1637;Aman;0.5924;Prioritas;0.4287
MHS0295;171;20;1;0;1;0;Desain Animasi dan Multimedia;0.4649;Prioritas;0.5916;Prioritas;0.1267
MHS0369;171;18;0;0;1;0;Desain Animasi dan Multimedia;0.3622;Prioritas;0.5872;Prioritas;0.225
MHS0639;9991;39;1;0;1;0;Manajemen (kelas malam);0.7081;Kritis;0.5859;Prioritas;-0.1222
MHS0467;9085;21;0;0;1;0;Keperawatan Hewan;0.3446;Prioritas;0.5835;Prioritas;0.2389
MHS0251;9003;20;1;0;1;0;Agronomi;0.4332;Prioritas;0.581;Prioritas;0.1478
MHS0390;9130;24;1;0;1;0;Manajemen Kuda;0.7253;Kritis;0.5789;Prioritas;-0.1464
MHS0459;8014;26;0;0;1;0;Pekerjaan Sosial (kelas malam);0.4482;Prioritas;0.5715;Prioritas;0.1233
MHS0581;8014;23;0;0;1;0;Pekerjaan Sosial (kelas malam);0.1646;Aman;0.5681;Prioritas;0.4035
MHS0575;9119;28;1;0;1;0;Teknik Informatika;0.7713;Kritis;0.5677;Prioritas;-0.2036
MHS0409;9070;38;1;0;1;0;Desain Komunikasi;0.6899;Kritis;0.558;Prioritas;-0.1319
MHS0479;9119;18;1;1;1;0;Teknik Informatika;0.9219;Kritis;0.5463;Prioritas;-0.3756
MHS0679;9085;20;0;0;1;0;Keperawatan Hewan;0.278;Prioritas;0.5401;Prioritas;0.2621
MHS0421;171;22;1;0;1;0;Desain Animasi dan Multimedia;0.7088;Kritis;0.5392;Prioritas;-0.1696
MHS0190;9147;19;0;0;1;0;Manajemen;0.1866;Aman;0.5314;Prioritas;0.3448
MHS0100;9500;18;1;0;1;0;Keperawatan;0.1725;Aman;0.5309;Prioritas;0.3584
MHS0209;9085;19;0;0;1;0;Keperawatan Hewan;0.1689;Aman;0.527;Prioritas;0.3581
MHS0672;9147;21;1;1;1;1;Manajemen;0.8108;Kritis;0.5207;Prioritas;-0.2901
MHS0239;9238;21;0;0;1;1;Pekerjaan Sosial;0.0727;Aman;0.5183;Prioritas;0.4456
MHS0519;9003;34;0;1;0;0;Agronomi;0.9436;Kritis;0.516;Prioritas;-0.4276
MHS0626;9853;19;0;0;1;0;Pendidikan Dasar;0.3954;Prioritas;0.5111;Prioritas;0.1157
MHS0751;9085;27;0;1;1;0;Keperawatan Hewan;0.5875;Prioritas;0.5087;Prioritas;-0.0788
MHS0322;9119;18;1;0;0;1;Teknik Informatika;0.8583;Kritis;0.5062;Prioritas;-0.3521
MHS0196;9500;19;0;0;1;0;Keperawatan;0.1831;Aman;0.5026;Prioritas;0.3195
MHS0580;171;18;1;0;1;0;Desain Animasi dan Multimedia;0.4312;Prioritas;0.5009;Prioritas;0.0697
MHS0057;9238;36;0;0;1;0;Pekerjaan Sosial;0.241;Prioritas;0.4924;Prioritas;0.2514
MHS0550;9500;19;0;0;1;0;Keperawatan;0.0655;Aman;0.4874;Prioritas;0.4219
MHS0461;9991;26;0;0;1;0;Manajemen (kelas malam);0.5028;Prioritas;0.4828;Prioritas;-0.02
MHS0738;9085;21;0;0;1;0;Keperawatan Hewan;0.277;Prioritas;0.4809;Prioritas;0.2039
MHS0049;9670;19;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.1552;Aman;0.4772;Prioritas;0.322
MHS0746;9254;18;0;0;0;0;Pariwisata;0.8551;Kritis;0.4701;Prioritas;-0.385
MHS0607;9147;19;0;0;1;0;Manajemen;0.2214;Prioritas;0.4701;Prioritas;0.2487
MHS0529;9238;22;0;0;1;0;Pekerjaan Sosial;0.2005;Aman;0.4697;Prioritas;0.2692
MHS0555;9147;33;0;0;1;0;Manajemen;0.5903;Prioritas;0.4623;Prioritas;-0.128
MHS0061;9500;19;0;0;1;0;Keperawatan;0.0875;Aman;0.4619;Prioritas;0.3744
MHS0651;9130;19;1;0;1;0;Manajemen Kuda;0.4072;Prioritas;0.4596;Prioritas;0.0524
MHS0708;9003;24;0;0;1;0;Agronomi;0.2132;Aman;0.4534;Prioritas;0.2402
MHS0358;171;17;1;0;1;0;Desain Animasi dan Multimedia;0.5745;Prioritas;0.4525;Prioritas;-0.122
MHS0544;9147;19;0;0;1;1;Manajemen;0.15;Aman;0.4498;Prioritas;0.2998
MHS0292;9991;25;0;0;1;0;Manajemen (kelas malam);0.5855;Prioritas;0.4498;Prioritas;-0.1357
MHS0526;9991;28;0;0;1;0;Manajemen (kelas malam);0.1932;Aman;0.4474;Prioritas;0.2542
MHS0417;9003;19;1;0;1;1;Agronomi;0.0839;Aman;0.4427;Prioritas;0.3588
MHS0524;8014;48;0;0;1;0;Pekerjaan Sosial (kelas malam);0.6509;Kritis;0.439;Prioritas;-0.2119
MHS0537;9670;35;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.3957;Prioritas;0.4388;Prioritas;0.0431
MHS0263;9991;41;0;0;1;0;Manajemen (kelas malam);0.3464;Prioritas;0.4374;Prioritas;0.091
MHS0143;9070;22;0;0;0;1;Desain Komunikasi;0.4549;Prioritas;0.4367;Prioritas;-0.0182
MHS0131;9670;18;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.5314;Prioritas;0.4354;Prioritas;-0.096
MHS0450;9853;19;0;0;1;0;Pendidikan Dasar;0.6421;Prioritas;0.43;Prioritas;-0.2121
MHS0012;171;18;0;0;1;0;Desain Animasi dan Multimedia;0.2556;Prioritas;0.4262;Prioritas;0.1706
MHS0571;9254;21;1;0;1;0;Pariwisata;0.5996;Prioritas;0.4128;Prioritas;-0.1868
MHS0267;9130;21;0;0;1;0;Manajemen Kuda;0.481;Prioritas;0.409;Prioritas;-0.072
MHS0334;9119;41;1;1;1;0;Teknik Informatika;0.8588;Kritis;0.404;Prioritas;-0.4548
MHS0156;9853;22;0;0;1;0;Pendidikan Dasar;0.6284;Prioritas;0.3989;Aman;-0.2295
MHS0112;9085;19;0;0;1;0;Keperawatan Hewan;0.3257;Prioritas;0.3968;Aman;0.0711
MHS0664;9670;21;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.3964;Prioritas;0.3968;Aman;0.0004
MHS0778;9991;28;0;0;1;0;Manajemen (kelas malam);0.504;Prioritas;0.3961;Aman;-0.1079
MHS0212;8014;24;1;0;1;1;Pekerjaan Sosial (kelas malam);0.1558;Aman;0.3939;Aman;0.2381
MHS0710;9254;19;0;0;1;0;Pariwisata;0.3637;Prioritas;0.3888;Aman;0.0251
MHS0147;9147;21;0;0;1;0;Manajemen;0.4792;Prioritas;0.3884;Aman;-0.0908
MHS0628;9991;29;0;0;1;0;Manajemen (kelas malam);0.3464;Prioritas;0.3844;Aman;0.038
MHS0355;8014;25;0;1;1;0;Pekerjaan Sosial (kelas malam);0.3389;Prioritas;0.3831;Aman;0.0442
MHS0642;9500;21;1;0;1;0;Keperawatan;0.0885;Aman;0.3822;Aman;0.2937
MHS0609;9238;21;0;0;1;1;Pekerjaan Sosial;0.0615;Aman;0.3795;Aman;0.318
MHS0574;9500;19;1;0;1;1;Keperawatan;0.0632;Aman;0.3793;Aman;0.3161
MHS0034;9085;28;0;0;1;0;Keperawatan Hewan;0.4188;Prioritas;0.3784;Aman;-0.0404
MHS0756;9853;22;0;0;1;0;Pendidikan Dasar;0.5167;Prioritas;0.3769;Aman;-0.1398
MHS0290;171;20;0;0;1;0;Desain Animasi dan Multimedia;0.247;Prioritas;0.372;Aman;0.125
MHS0706;171;21;1;1;1;0;Desain Animasi dan Multimedia;0.6867;Kritis;0.3706;Aman;-0.3161
MHS0585;9991;30;0;0;1;0;Manajemen (kelas malam);0.5394;Prioritas;0.3676;Aman;-0.1718
MHS0340;9670;20;0;1;1;0;Manajemen Periklanan dan Pemasaran;0.5994;Prioritas;0.3642;Aman;-0.2352
MHS0188;9556;25;0;0;1;0;Kesehatan Gigi dan Mulut;0.3828;Prioritas;0.3559;Aman;-0.0269
MHS0325;9500;19;0;0;1;1;Keperawatan;0.045;Aman;0.3558;Aman;0.3108
MHS0398;9853;42;1;0;1;0;Pendidikan Dasar;0.7043;Kritis;0.3555;Aman;-0.3488
MHS0782;9500;18;0;0;1;0;Keperawatan;0.1963;Aman;0.3553;Aman;0.159
MHS0004;9238;18;0;1;1;1;Pekerjaan Sosial;0.0417;Aman;0.3492;Aman;0.3075
MHS0786;9238;19;0;0;1;0;Pekerjaan Sosial;0.1178;Aman;0.3431;Aman;0.2253
MHS0124;9853;18;0;0;1;0;Pendidikan Dasar;0.5926;Prioritas;0.3392;Aman;-0.2534
MHS0374;171;18;0;0;1;0;Desain Animasi dan Multimedia;0.3266;Prioritas;0.3385;Aman;0.0119
MHS0362;9853;19;0;0;1;0;Pendidikan Dasar;0.6273;Prioritas;0.3375;Aman;-0.2898
MHS0364;9773;21;0;0;1;0;Jurnalisme dan Komunikasi;0.3392;Prioritas;0.3348;Aman;-0.0044
MHS0562;9238;21;0;0;1;0;Pekerjaan Sosial;0.1963;Aman;0.3322;Aman;0.1359
MHS0505;171;18;0;0;1;1;Desain Animasi dan Multimedia;0.1384;Aman;0.3295;Aman;0.1911
MHS0330;9147;20;1;1;1;0;Manajemen;0.7685;Kritis;0.329;Aman;-0.4395
MHS0363;9085;21;0;0;1;0;Keperawatan Hewan;0.1786;Aman;0.3258;Aman;0.1472
MHS0283;9003;20;1;1;1;0;Agronomi;0.355;Prioritas;0.3258;Aman;-0.0292
MHS0402;9070;20;1;0;1;0;Desain Komunikasi;0.2988;Prioritas;0.3235;Aman;0.0247
MHS0528;8014;49;0;0;1;0;Pekerjaan Sosial (kelas malam);0.4193;Prioritas;0.323;Aman;-0.0963
MHS0516;9500;19;0;0;1;0;Keperawatan;0.1458;Aman;0.322;Aman;0.1762
MHS0307;9070;20;1;0;1;0;Desain Komunikasi;0.5668;Prioritas;0.3208;Aman;-0.246
MHS0614;9853;19;0;0;1;0;Pendidikan Dasar;0.4917;Prioritas;0.3184;Aman;-0.1733
MHS0754;9085;19;0;0;1;0;Keperawatan Hewan;0.2859;Prioritas;0.3181;Aman;0.0322
MHS0129;9670;18;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.5252;Prioritas;0.3147;Aman;-0.2105
MHS0352;9085;20;0;0;1;0;Keperawatan Hewan;0.318;Prioritas;0.3118;Aman;-0.0062
MHS0491;9147;19;0;0;1;0;Manajemen;0.3567;Prioritas;0.3112;Aman;-0.0455
MHS0303;8014;44;1;0;1;0;Pekerjaan Sosial (kelas malam);0.2009;Aman;0.3108;Aman;0.1099
MHS0260;171;18;1;0;1;0;Desain Animasi dan Multimedia;0.4754;Prioritas;0.3082;Aman;-0.1672
MHS0728;9254;19;0;0;1;0;Pariwisata;0.4792;Prioritas;0.3081;Aman;-0.1711
MHS0245;9500;18;1;0;1;0;Keperawatan;0.238;Prioritas;0.3076;Aman;0.0696
MHS0063;9991;31;0;0;1;1;Manajemen (kelas malam);0.1819;Aman;0.3075;Aman;0.1256
MHS0234;9773;19;0;0;1;0;Jurnalisme dan Komunikasi;0.2058;Aman;0.3048;Aman;0.099
MHS0272;9991;28;0;0;1;0;Manajemen (kelas malam);0.5004;Prioritas;0.2993;Aman;-0.2011
MHS0108;9670;20;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.2519;Prioritas;0.2973;Aman;0.0454
MHS0259;171;20;1;0;1;1;Desain Animasi dan Multimedia;0.1495;Aman;0.2972;Aman;0.1477
MHS0610;9147;19;0;0;1;0;Manajemen;0.2424;Prioritas;0.2969;Aman;0.0545
MHS0060;9147;20;0;0;1;0;Manajemen;0.4749;Prioritas;0.2964;Aman;-0.1785
MHS0464;9853;18;0;0;1;0;Pendidikan Dasar;0.5521;Prioritas;0.2944;Aman;-0.2577
MHS0622;9670;19;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.1591;Aman;0.2911;Aman;0.132
MHS0302;9130;20;0;0;1;1;Manajemen Kuda;0.2658;Prioritas;0.289;Aman;0.0232
MHS0386;9773;19;1;0;1;0;Jurnalisme dan Komunikasi;0.3724;Prioritas;0.2873;Aman;-0.0851
MHS0055;9085;19;0;0;1;0;Keperawatan Hewan;0.2209;Prioritas;0.2832;Aman;0.0623
MHS0191;9147;19;0;0;1;1;Manajemen;0.2057;Aman;0.2829;Aman;0.0772
MHS0320;9500;21;0;0;1;0;Keperawatan;0.1351;Aman;0.2828;Aman;0.1477
MHS0343;9070;18;0;0;0;1;Desain Komunikasi;0.3021;Prioritas;0.2804;Aman;-0.0217
MHS0547;9085;19;0;0;1;0;Keperawatan Hewan;0.1705;Aman;0.2798;Aman;0.1093
MHS0193;171;18;0;0;1;0;Desain Animasi dan Multimedia;0.2066;Aman;0.2733;Aman;0.0667
MHS0360;9500;19;0;0;1;0;Keperawatan;0.108;Aman;0.2728;Aman;0.1648
MHS0149;9500;20;0;0;0;1;Keperawatan;0.4096;Prioritas;0.2685;Aman;-0.1411
MHS0162;8014;37;0;1;1;0;Pekerjaan Sosial (kelas malam);0.5619;Prioritas;0.2613;Aman;-0.3006
MHS0565;9853;19;0;0;1;1;Pendidikan Dasar;0.1554;Aman;0.2599;Aman;0.1045
MHS0178;9853;18;0;0;1;0;Pendidikan Dasar;0.5772;Prioritas;0.2581;Aman;-0.3191
MHS0579;9773;20;1;0;1;0;Jurnalisme dan Komunikasi;0.4629;Prioritas;0.2566;Aman;-0.2063
MHS0035;9670;18;0;0;1;1;Manajemen Periklanan dan Pemasaran;0.0441;Aman;0.2528;Aman;0.2087
MHS0082;9238;20;0;0;1;0;Pekerjaan Sosial;0.2388;Prioritas;0.252;Aman;0.0132
MHS0065;9853;18;0;0;0;1;Pendidikan Dasar;0.7794;Kritis;0.2519;Aman;-0.5275
MHS0593;9070;31;0;1;1;0;Desain Komunikasi;0.5135;Prioritas;0.2468;Aman;-0.2667
MHS0266;33;20;1;0;1;0;Teknologi Produksi Biofuel;0.2169;Aman;0.2438;Aman;0.0269
MHS0257;9991;31;0;0;1;1;Manajemen (kelas malam);0.1392;Aman;0.2414;Aman;0.1022
MHS0766;9670;21;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.2653;Prioritas;0.2404;Aman;-0.0249
MHS0497;9500;20;1;1;1;0;Keperawatan;0.2385;Prioritas;0.239;Aman;0.0005
MHS0158;9556;21;1;0;1;1;Kesehatan Gigi dan Mulut;0.1992;Aman;0.2374;Aman;0.0382
MHS0643;9670;19;1;1;1;0;Manajemen Periklanan dan Pemasaran;0.5088;Prioritas;0.2353;Aman;-0.2735
MHS0039;9500;35;0;0;1;0;Keperawatan;0.3231;Prioritas;0.235;Aman;-0.0881
MHS0644;9254;25;1;0;1;0;Pariwisata;0.8302;Kritis;0.234;Aman;-0.5962
MHS0617;9500;20;0;0;1;0;Keperawatan;0.1818;Aman;0.2323;Aman;0.0505
MHS0339;9853;19;0;0;1;0;Pendidikan Dasar;0.577;Prioritas;0.2313;Aman;-0.3457
MHS0110;9500;18;0;0;1;1;Keperawatan;0.0292;Aman;0.2298;Aman;0.2006
MHS0583;9147;39;0;0;1;0;Manajemen;0.4317;Prioritas;0.2298;Aman;-0.2019
MHS0456;171;18;0;0;1;0;Desain Animasi dan Multimedia;0.2071;Aman;0.2262;Aman;0.0191
MHS0512;9500;19;0;0;1;0;Keperawatan;0.0801;Aman;0.2262;Aman;0.1461
MHS0377;171;18;1;0;1;1;Desain Animasi dan Multimedia;0.1469;Aman;0.226;Aman;0.0791
MHS0730;9991;33;0;0;1;0;Manajemen (kelas malam);0.236;Prioritas;0.2258;Aman;-0.0102
MHS0309;9119;18;1;0;0;1;Teknik Informatika;0.7999;Kritis;0.2233;Aman;-0.5766
MHS0551;9670;20;1;0;1;1;Manajemen Periklanan dan Pemasaran;0.1279;Aman;0.2226;Aman;0.0947
MHS0313;9853;23;0;0;1;1;Pendidikan Dasar;0.181;Aman;0.2224;Aman;0.0414
MHS0182;9853;18;0;0;1;0;Pendidikan Dasar;0.6239;Prioritas;0.2213;Aman;-0.4026
